REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
51777,45.894.411/0001-06,MONTE OLLIMPO LTDA,PENTAMIDE CRIATIVA PRODUCOES AUDIOVISUAIS LTDA,29.612.490/0001-69
12384,06.092.590/0001-06,VEGA VÍDEO FILMES LTDA,VEGA I PRODUÇÕES S/C LTDA - EPP,58.919.853/0001-01
29495,73.039.380/0001-41,MUTATO ENTRETENIMENTO CONTEUDO E PUBLICIDADE LTDA,MUTATO PRODUÇÃO LTDA,28.773.148/0001-88
29495,73.039.380/0001-41,MUTATO ENTRETENIMENTO CONTEUDO E PUBLICIDADE LTDA,WUNDERMAN THOMPSON COMUNICACAO LTDA,56.927.221/0001-64
38317,28.773.148/0001-88,MUTATO PRODUÇÃO LTDA,WUNDERMAN THOMPSON COMUNICACAO LTDA,56.927.221/0001-64
661,58.919.853/0001-01,VEGA I PRODUÇÕES S/C LTDA - EPP,VEGA VÍDEO FILMES LTDA,06.092.590/0001-06
33289,14.408.669/0001-21,CANASTRA REAL PRODUCOES CULTURAIS LTDA - ME,CANASTRA REAL,20.471.272/0001-87
2836,52.067.071/0001-05,EMPRESA SAO LUIZ DE CINEMAS LTDA,EMPRESA DE CINEMAS FORTALEZA LTDA,10.785.710/0001-28
27814,17.360.792/0001-08,CINEMATOGRÁFICA LIMEIRA LTDA,EMPRESA DE CINEMAS FORTALEZA LTDA,10.785.710/0001-28
17271,51.733.459/0001-35,COMERCIAL FONOGRAFICA RGE S/A,NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A,01.253.766/0001-40
47154,36.648.949/0001-40,BPM EMPREENDIMENTOS ARTISTICOS LTDA,MANIFESTASOM PRODUTORA E EMPRESARIANMENTO ARTISTICOS LTDA,19.438.543/0001-13
49025,30.211.180/0001-11,UTROPICA PRODUTORA AUDIOVISUAL LTDA,MOLINETE PRODUTORA AUDIOVISUAL LTDA,47.249.914/0001-54
38037,26.318.472/0001-80,DUMELA PRODUÇÕES ARTÍSTICAS LTDA ME,MELLON PRODUTORA AUDIOVISUAL LTDA,16.699.251/0001-46
13736,02.897.745/0001-20,PRMUSIC ENTRETENIMENTO LTDA,PRMUSIC PRODUÇÕES ARTÍSTICAS EIRELI - EPP,20.908.217/0001-01
51612,45.573.353/0001-19,TWOBUNKER PRODUCOES LTDA,BLOWUP PRODUCOES DE FILMES EIRELLE - ME,21.794.239/0001-50
38995,26.932.682/0001-64,ALVA FILMES LTDA - ME,ALLAN SOUSA GONCALVES,16.445.465/0001-96
25619,01.060.820/0001-31,HIP HOP BRASIL EMPREENDIMENTOS ARTÍSTICOS LTDA,CAMINHOS DA CULTURA PROMOÇÕES E EVENTOS LTDA.,15.482.566/0001-74
32136,23.284.825/0001-80,EFRAME PRODUÇÃO CINEMATOGRÁFICA LTDA-ME,VOLTAIRE BARBIERI VARGAS-ME,08.018.912/0001-00
40311,22.317.061/0001-10,REVISÃO PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,21.229.657/0001-03
19905,58.106.139/0001-02,TVR PRODUÇÕES E COMUNICAÇÕES LTDA.,RR PORTAIS E COMERCIO DE PRESENTES LTDA,12.396.575/0001-54
24309,04.671.639/0001-50,LIBERTY PICTURES SERVICOS CINEMATOGRAFICOS LTDA,NEW CINE & TV LTDA,14.779.327/0001-18
2364,31.611.189/0001-82,CINEMAS PARIS SEVERIANO RIBEIRO LTDA,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
45292,35.739.380/0001-65,ALEGRIA EXIBIDORA CINEMATOGRAFICA - EIRELI,IVAM CABRAL PRODUCOES - ME,04.381.041/0001-26
32508,02.609.683/0001-04,MC PRODUÇÕES EIRELI,MARCIO CAVALCANTI CURI,10.856.517/0001-30
24292,18.048.459/0001-20,VICE PRODUTORA DE VIDEO LTDA.,VICE HOLDING DO BRASIL LTDA,11.009.830/0001-04
49849,43.713.936/0001-72,ESPAÇO DE CINEMA SUL LTDA,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,02.715.607/0001-83
1083,01.425.583/0001-65,CIRCUITO CINEARTE LTDA,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,02.715.607/0001-83
40638,11.709.793/0001-39,CINEMA DO RIO CULTURA E EVENTOS LTDA,TOTAL ENTERTAINMENT LTDA,02.863.008/0001-07
38540,28.700.062/0001-25,QL ENTRETENIMENTOS LTDA ME,ESQ ENTRETENIMENTOS LTDA.,04.907.271/0001-86
41111,07.830.105/0001-17,DIGITAL DO BRASIL E-COMMERCE LTDA,EDITORA DIGITAL DO BRASIL E ESTUDIO DE ANIMAÇÃO LTDA,07.918.467/0001-64
35397,07.044.047/0001-04,BROADCASTING PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,TOP MEDIA ENTRETENIMENTO LTDA,12.907.642/0001-58
22295,14.362.847/0001-20,DOGS CAN FLY COLLECTION VESTUARIO LTDA,DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA,07.728.008/0001-18
37294,28.155.202/0001-21,MAIA FILMES E PUBLICIDADE EIRELI - ME,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA,32.283.191/0001-32
6523,08.234.711/0001-32,BJ VÍDEO PRODUÇÕES LTDA - ME,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA,32.283.191/0001-32
22478,10.429.612/0001-58,CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.,CONSPIRAÇÃO FILMES S/A,02.020.661/0001-04
46455,37.142.496/0001-48,LED PRODUÇÃO DE CONTEÚDOS LTDA,OVO EM PE CRIACAO DE CONTEUDOS LTDA-ME,14.215.157/0001-49
19487,08.772.010/0001-57,ECCO PRODUÇÕES E EDIÇÕES LTDA,SCHÜRMANN PRODUÇÕES CINEMATOGRÁFICAS LTDA,00.132.102/0001-60
5275,07.688.405/0001-03,LU ARAÚJO PRODUÇÕES ARTÍSTICAS LTDA,CRIOULA CARIOCA PROJETOS CULTURAIS E FONOGRÁFICOS LTDA - ME,28.376.416/0001-28
27435,17.314.533/0001-40,W. PRODUCCIONES EVENTOS E ENTRETENIMENTO EIRELI EPP,ONE TIME ZONE EVENTOS LTDA.,20.253.055/0001-10
46123,37.098.291/0001-02,PRODUCOES ARTISTICAS FIRST MOVIE SPE LTDA.,MUSICLAN ENTERTAINMENT E PRODUÇÃO MUSICAL LTDA.,26.031.479/0001-17
15224,10.585.225/0001-00,LOOKMADE PRODUÇÕES VISUAIS LTDA - EPP,BLUFILME PRODUÇÕES EIRELI,35.950.640/0001-47
18404,01.346.819/0001-78,DZ7 REALIZAÇÕES ARTISTICAS E CULTURAIS LTDA,CENTRO DE ESTUDO E DESENVOLVIMENTO DO CINEMA INDEPENDENTE,29.360.568/0001-03
42548,32.971.082/0001-08,ESPIRAL LAB COMUNICAÇÃO LTDA,BRAVO DIGITAL COMUNICAÇÃO LTDA,14.590.979/0001-00
49849,43.713.936/0001-72,ESPAÇO DE CINEMA SUL LTDA,CINEMAS USINA LIBERDADE LTDA,42.898.015/0001-69
1083,01.425.583/0001-65,CIRCUITO CINEARTE LTDA,CINEMAS USINA LIBERDADE LTDA,42.898.015/0001-69
48421,10.756.371/0001-51,RINOCERONTE ENTRETENIMENTO E PRODUCAO LTDA.,BENGUELA PRODUÇÕES E EVENTOS CULTURAIS LTDA ME,07.477.879/0001-06
27021,19.804.879/0001-52,B-TEK IMAGENS LTDA,ZESTE E FLIP PRODUCOES EIRELI,23.266.017/0001-90
42055,29.981.153/0001-49,BRAZUCA FILMES EIRELI,CRISTIANO ZILLIG DE SOUZA - ME,17.678.631/0001-67
41709,12.907.642/0001-58,TOP MEDIA ENTRETENIMENTO LTDA,BROADCASTING TELEVISÃO LTDA.,97.387.765/0001-68
24995,15.055.749/0001-03,BASE RJ - PRODUÇÕES CULTURAIS LTDA,TURBILHAO DE IDEIAS CULTURA E ENTRETENIMENTO LTDA - ME,09.535.973/0001-08
43252,28.362.822/0001-31,FABIO COLANERI DEDDING,UNDERDOGS MARKETING DIGITAL E MIDIAS SOCIAIS LTDA,31.003.412/0001-09
17907,11.400.274/0001-94,CIRCUNSTÂNCIA CINEMATOGRÁFICA E PRODUÇÕES ARTÍSTICAS LTDA.,EMEGE PRODUCOES ARTISTICAS LTDA,07.007.705/0001-80
44276,21.298.337/0001-05,EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA,CINEPLEX CINEMATOGRAFICA LTDA,12.474.469/0001-41
2968,71.912.711/0001-80,LUI CINEMATOGRÁFICA LTDA.,CINEPLEX CINEMATOGRAFICA LTDA,12.474.469/0001-41
17557,12.303.140/0001-18,ASTRONAUTAS FILMES LTDA - ME,F B PAIVA FILMES EIRELI,14.435.527/0001-53
42875,31.370.975/0001-35,MOMENTO PRODUCAO ARTISTICA E CULTURAL LTDA,PAVIRADA FILMES E PRODUÇÕES LTDA,08.847.593/0001-38
2483,04.202.599/0001-05,MOVIECENTER LOCACAO DE BENS LTDA,NAYMOVIE LOCAÇAO DE BENS LTDA.,39.993.898/0001-81
1588,35.818.418/0001-95,PHOTO SÍNTESE RIO PRODUÇÕES CINEMATOGRÁFICAS LTDA ME,IPANEMA FILMES LTDA,33.897.794/0001-97
41816,23.694.871/0001-58,"ITAJUBÁ ARTE, EDUCAÇÃO E PRODUÇÃO LTDA",VITE PRODUÇÕES LTDA.,05.359.610/0001-08
38860,05.255.182/0001-65,SONIDO PRODUÇÕES ARTÍSTICAS LTDA,SONIDO SÃO PAULO PRODUÇÕES ARTÍSTICAS LTDA,25.285.476/0001-47
46518,34.655.448/0001-65,WOWL CONTEÚDOS E FRANCHISING LTDA,ICON- EDUCAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA.,11.892.136/0001-70
22619,16.844.178/0001-59,NGMJ PRODUÇÕES CULTURAIS LTDA,MOV PRODUCOES CULTURAIS LTDA,12.953.673/0001-45
41442,22.553.891/0001-46,C DE COISAS PRODUCOES CULTURAIS LTDA,OS MELHORES DO MUNDO PRODUÇÕES ARTÍSTICAS LTDA,01.926.109/0001-17
256,33.110.420/0001-80,FOX FILM DO BRASIL LTDA,ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA.,00.637.277/0001-20
16808,09.600.927/0001-37,MERGE PRODUÇÃO E FINALIZAÇÃO DE VÍDEOS LTDA,MARINGONI FILMES - EIRELI,22.225.233/0001-25
52112,10.442.435/0001-40,LIGUE MÓVEL S.A.,LIGUE TV POR ASSINATURA LTDA,19.439.038/0001-93
265,33.015.827/0001-28,WARNER BROS. (SOUTH) INC.,DISCOVERY NETWORKS BRASIL AGENCIAMENTO E REPRESENTAÇÃO LTDA,07.408.191/0001-74
18055,07.938.916/0001-36,CINEMA VILLAGGIO LTDA,CIRCUITO CINEARTE LTDA,01.425.583/0001-65
20634,03.876.997/0001-36,MONSTER MOVIE PRODUCOES E CASTING LTDA,NUNES ANGEL PRODUÇÕES LTDA,04.853.740/0001-21
46178,13.561.102/0001-28,BIG FISH COMUNICACOES E PRODUCOES DE FILMES LTDA,ABRAÃO DA S. CARDOSO COMUNICAÇÕES E PRODUÇÕES EIRELI - ME,08.710.304/0001-54
2367,03.365.688/0001-00,HÉLIO FERREIRA SILEMAN ME,HELIO FERREIRA SILEMAN EIRELI - EPP,28.725.643/0001-11
437,01.735.159/0001-17,DELTA FILMES LTDA,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,23.391.665/0001-79
41334,31.571.831/0001-47,L.M.H.MOTA PRODUTORA,PONTO DE EQUILIBRIO EVENTOS E IMAGEM EIRELI,09.202.111/0001-55
2606,01.562.356/0001-81,UCI-ORIENT LTDA,ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA,14.714.331/0001-06
7006,51.884.153/0001-80,NÚCLEO DE CINEMA DE ANIMAÇÃO DE CAMPINAS,WILSON ANTONIO LAZARETTI VALINHOS - ME,01.899.310/0001-52
42074,29.765.812/0001-00,VOYAGER PARQUES TEMATICOS - EIRELI,ARVORE EXPERIENCIAS IMERSIVAS EIRELI,27.028.270/0001-67
23278,16.445.465/0001-96,ALLAN SOUSA GONCALVES,ALVA FILMES LTDA - ME,26.932.682/0001-64
41572,31.845.937/0001-91,SOHO PRODUTORA DE VIDEOS E FOTOGRAFIAS LTDA,ESTUDIO CLICKA LTDA - ME,14.686.981/0001-87
2914,01.688.909/0001-47,CINEMATOGRÁFICA PASSOS LTDA,MOVIEPASS CINEMATOGRÁFICA LTDA,18.695.259/0001-60
32480,16.713.327/0001-40,BABA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA,N FILMES PRODUTORA E FINALIZADORA DE CINEMA LTDA,19.804.078/0001-97
22729,15.774.293/0001-31,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,REDECINE CPQ CINEMATOGRÁFICA LTDA,07.665.262/0001-14
43781,34.408.375/0001-07,REDECINE PINDAMONHANGABA CINEMAS LTDA,REDECINE-CPQ CINEMATOGRÁFICA LTDA,07.665.262/0001-14
31741,23.669.825/0001-07,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE CPQ CINEMATOGRÁFICA LTDA,07.665.262/0001-14
21658,13.212.431/0001-63,LIVE MEDIA PRODUTORA AUDIOVISUAL MULTIPLATAFORMA LTDA,CUENTOS Y CIRCO AGENCIA DE CONTEÚDO LTDA,30.523.554/0001-34
19040,13.631.016/0001-44,MACHADO FILMES E PRODUÇÕES LTDA,MACHADO FILMES E PRODUÇÕES E DISTRIBUIÇÃO LTDA,16.566.425/0001-00
24738,18.090.345/0001-49,FONSECA E MARINHO LTDA - ME,PLENO PRODUÇÃO E CONTEUDO LTDA,29.412.747/0001-39
1456,58.832.528/0001-07,REDE 21 COMUNICACOES S.A.,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,04.334.366/0001-58
13674,14.238.570/0001-29,RADIO E TELEVISAO RIO NEGRO LTDA,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,04.334.366/0001-58
53221,02.396.693/0001-09,PRH9 PRODUÇÕES S/A,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,04.334.366/0001-58
40638,11.709.793/0001-39,CINEMA DO RIO CULTURA E EVENTOS LTDA,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
41877,22.057.272/0001-60,ADRIANA SCORZELLI RATTES,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
1944,04.969.463/0001-17,CINEMA ARTEPLEX LTDA.,ESPAÇO DE CINEMA SUL LTDA,43.713.936/0001-72
2735,05.774.116/0001-00,CINEARTE MORUMBI LTDA,ESPAÇO DE CINEMA SUL LTDA,43.713.936/0001-72
31571,23.024.509/0001-70,R.L. DE ARRUDA FILHO - FILMES - ME,RTV DIGITAL LTDA - EPP,24.053.006/0001-95
2820,29.055.209/0001-34,BARRA FILMES LTDA,MEMORIA CIVELLI PRODUÇÕES CULTURAIS LTDA,05.616.120/0001-31
13424,09.222.300/0001-90,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA,MAIS FILMES LTDA,09.255.824/0001-87
52080,44.359.298/0001-04,SWELL FILMES & PRODUÇÕES LTDA,IPE PRODUCOES E EVENTOS LTDA,44.985.556/0001-50
51184,44.985.556/0001-50,IPE PRODUCOES E EVENTOS LTDA,FESTINA LENTE BR PRODUÇÕES LTDA,41.077.307/0001-78
65,64.086.648/0001-05,JOÃO DANIEL FILMES LTDA,JODAF PRODUÇÕES CINEMATOGRÁFICAS LTDA,34.012.898/0001-30
39648,29.068.546/0001-66,LUCIANO ALBUQUERQUE MANGUEIRA BASTOS FILHO 06242531470,PLAVA PRODUTORA AUDIOVISUAL LTDA,17.374.385/0001-50
21756,15.479.865/0001-50,SANTA RITA FILMES LTDA,SANTA RITA PARQUE LTDA,45.393.249/0001-42
2227,01.615.814/0001-01,UNILEVER BRASIL INDUSTRIAL LTDA.,UNILEVER BRASIL LTDA,61.068.276/0001-04
38206,06.145.082/0001-49,LIMONADA FILMES LTDA - ME,KILLERS FILMES LTDA.,11.952.566/0001-30
52425,39.993.898/0001-81,NAYMOVIE LOCAÇAO DE BENS LTDA.,MOVIECENTER LOCACAO DE BENS LTDA,04.202.599/0001-05
17102,10.867.726/0001-80,RICHARD LUIZ PEREIRA FERREIRA ME,PROTÓTIPO FILMES PRODUÇÕES CINEMATOGRAFICAS LTDA EPP,04.487.643/0001-62
27942,20.520.970/0001-25,CASA AMARELA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA,DOCTV SERVICOS DE COMUNICACAO LTDA,07.393.924/0001-44
1569,05.855.758/0001-25,VSRM ARTES GRAFICAS LTDA,AMIRSOVA PRODUÇÕES AUDIOVISUAIS LTDA,20.741.814/0001-94
17864,10.696.083/0001-59,BACKSTAGE FILMES LTDA,TITAN COMUNICAÇÃO SOCIAL LTDA,03.564.957/0001-59
45538,14.332.234/0001-40,AGENCIA WIV LTDA,CMP CRIAÇÃO E PRODUÇÃO DE CONTEUDOS DE COMUNICAÇÃO LTDA,09.579.206/0001-92
11768,08.440.376/0001-29,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,LADYBIRD PRODUCAO DE FILMES LTDA.,40.001.435/0001-75
51695,25.206.544/0001-35,PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.,LADYBIRD PRODUCAO DE FILMES LTDA.,40.001.435/0001-75
1021,03.675.713/0001-43,CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME,LADYBIRD PRODUCAO DE FILMES LTDA.,40.001.435/0001-75
30860,14.716.352/0001-52,SERVICOS COMPARTILHADOS DE PRODUCAO DE FILMES LTDA,LADYBIRD PRODUCAO DE FILMES LTDA.,40.001.435/0001-75
47950,40.462.838/0001-11,UTLD PRODUCAO DE FIMES LTDA,LADYBIRD PRODUCAO DE FILMES LTDA.,40.001.435/0001-75
47322,31.528.168/0001-06,ODUN FILMES PRODUCAO AUDIOVISUAL LTDA,ODUN PRODUÇÃO DE BENS CULTURAIS LTDA,10.473.332/0001-47
27814,17.360.792/0001-08,CINEMATOGRÁFICA LIMEIRA LTDA,EMELI PARTICIPAÇÕES EIRELI,19.409.378/0001-71
38115,15.351.619/0001-18,LUMINARE AUDIOVISUAL LTDA ME,ÍCONE COMÉRCIO DE ÁUDIO E VÍDEO LTDA,07.739.908/0001-60
16951,02.681.202/0001-71,MULTITEL COMUNICACOES LTDA,PROVEDOR REDESUL LTDA,05.060.107/0001-49
13231,40.326.688/0001-19,GEN LOCK PRODUÇÕES LTDA,GABIROBA FILMES LTDA,26.117.715/0001-12
33787,24.810.280/0001-61,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,PARAMOUNT HOME ENTERTAINMENT (BRAZIL) LTDA.,29.027.687/0001-30
592,02.745.624/0001-63,ESTAÇÃO CINEMA E CULTURA LTDA,CINEMA DO RIO CULTURA E EVENTOS LTDA,11.709.793/0001-39
21462,06.963.031/0001-24,MOOVE HOUSE IDEIAS CRIATIVAS E AUDIOVISUAIS LTDA - ME,MH FILMES LTDA - ME,10.572.965/0001-02
28617,02.833.278/0001-75,ASSOCIAÇÃO DE TELEVISÃO DAS UNIVERSIDADES DO RIO DE JANEIRO - UTV,COMPANHIA CINEMATOGRÁFICA FILMI DI LUZZI PRODUÇÕES ARTÍSTICAS LTDA,09.456.031/0001-26
18142,08.117.088/0001-38,AMERICA FILMS INTERNATIONAL LTDA,MALAGUETA CINEMA E VIDEO LTDA,03.048.443/0001-40
1520,04.510.201/0001-90,ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA,CINEMATOGRAFICA AMERABA LTDA,10.848.472/0001-52
41834,31.560.524/0001-60,STUDIO LIEBE AGENCIA DE PUBLICIDADE LTDA.,FABIO LUIZ DE OLIVEIRA LEITE,16.641.215/0001-21
24076,17.695.003/0001-90,TOTAL AGENCIA DE PUBLICIDADE E PRODUTORA LTDA,WELISMAR PEREIRA DA SILVA ME,12.042.219/0001-32
23109,16.100.499/0001-49,VTCINE DIGITAL PRODUÇÃO E FINALIZAÇÃO CINEMATOGRAFICA LTDA-EPP,PRODUTORA DE FILMES VTCINE LTDA,04.859.232/0001-50
33195,24.091.243/0001-40,"INSTITUTO ""A UNIÃO TRAZ A CURA""",MF VIDEO PRODUCOES LTDA,02.460.646/0001-87
30879,12.942.227/0001-35,MARCHIORI & MACHADO REPRESENTAÇÕES LTDA,MAQUINA SET PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME,04.429.302/0001-30
112,04.336.686/0001-47,OFF-HOLLYWOOD PRODUÇÕES LTDA. EPP,JUAN ALBERTO GOMEZ PRODUCOES,36.125.472/0001-18
31330,22.114.735/0001-89,ESTUDIO SOLO LTDA -ME,GUILHERME DAVI ROHR 03243157080,15.215.431/0001-42
661,58.919.853/0001-01,VEGA I PRODUÇÕES S/C LTDA - EPP,VEGA FILMES LTDA,07.820.299/0001-70
16974,07.517.296/0001-61,W DE S MELQUIADES PUBLICIDADE ME,MELQUIADES & CALDEIRA LTDA ME,17.238.024/0001-86
28569,10.848.472/0001-52,CINEMATOGRAFICA AMERABA LTDA,ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA,04.510.201/0001-90
